pod_name,action,reward,done,cpu_request,memory_request,cpu_usage_node_0,cpu_usage_node_1,cpu_usage_node_2,cpu_usage_node_3,cpu_usage_node_4,cpu_usage_node_5,cpu_usage_node_6,cpu_usage_node_7,cpu_usage_node_8,cpu_usage_node_9
linear-hud-79c94b55b7-sh2t8,4,0.4923,0,1,2,0.9844,0.9844,0.9688,0.9688,0.9688,0.9844,0.9688,0.9844,0.9844,0.9688
linear-hud-79c94b55b7-5g25w,2,0.4923,0,1,2,0.9844,0.9844,0.9688,0.9688,0.9688,0.9844,0.9688,0.9844,0.9844,0.9688
linear-hud-79c94b55b7-9s9x9,6,0.4923,0,1,2,0.9844,0.9844,0.9688,0.9688,0.9688,0.9844,0.9688,0.9844,0.9844,0.9688
linear-hud-79c94b55b7-2m9c9,3,0.4923,1,1,2,0.9844,0.9844,0.9688,0.9688,0.9688,0.9844,0.9688,0.9844,0.9844,0.9688
resultant-bamboo-6bcf84d9c7-mjkqf,7,0.4929,0,1,2,0.9688,0.9688,0.9531,0.9688,0.9531,0.9688,0.9688,0.9688,0.9688,0.9531
resultant-bamboo-6bcf84d9c7-h2dnq,0,0.4929,0,1,2,0.9688,0.9688,0.9531,0.9688,0.9531,0.9688,0.9688,0.9688,0.9688,0.9531
resultant-bamboo-6bcf84d9c7-hhc4v,5,0.4929,0,1,2,0.9688,0.9688,0.9531,0.9688,0.9531,0.9688,0.9688,0.9688,0.9688,0.9531
resultant-bamboo-6bcf84d9c7-hqsb6,8,0.4929,0,1,2,0.9688,0.9688,0.9531,0.9688,0.9531,0.9688,0.9688,0.9688,0.9688,0.9531
resultant-bamboo-6bcf84d9c7-2c2f5,1,0.4929,0,1,2,0.9688,0.9688,0.9531,0.9688,0.9531,0.9688,0.9688,0.9688,0.9688,0.9531
resultant-bamboo-6bcf84d9c7-s8vwj,2,0.3286,0,1,2,0.9688,0.9688,0.9531,0.9688,0.9531,0.9688,0.9688,0.9688,0.9688,0.9531
resultant-bamboo-6bcf84d9c7-77cm9,9,0.3286,0,1,2,0.9688,0.9688,0.9531,0.9688,0.9531,0.9688,0.9688,0.9688,0.9688,0.9531
resultant-bamboo-6bcf84d9c7-npjsp,4,0.3286,1,1,2,0.9688,0.9688,0.9531,0.9688,0.9531,0.9688,0.9688,0.9688,0.9688,0.9531
fermented-shore-6866b7c9df-lq6c5,5,0.3283,0,1,2,0.9531,0.9531,0.9375,0.9531,0.9375,0.9531,0.9531,0.9531,0.9375,0.9375
fermented-shore-6866b7c9df-k2dd6,3,0.3283,0,1,2,0.9531,0.9531,0.9375,0.9531,0.9375,0.9531,0.9531,0.9531,0.9375,0.9375
fermented-shore-6866b7c9df-54gg6,8,0.3283,0,1,2,0.9531,0.9531,0.9375,0.9531,0.9375,0.9531,0.9531,0.9531,0.9375,0.9375
fermented-shore-6866b7c9df-bxvbz,6,0.3283,0,1,2,0.9531,0.9531,0.9375,0.9531,0.9375,0.9531,0.9531,0.9531,0.9375,0.9375
fermented-shore-6866b7c9df-m5hkq,0,0.3283,0,1,2,0.9531,0.9531,0.9375,0.9531,0.9375,0.9531,0.9531,0.9531,0.9375,0.9375
fermented-shore-6866b7c9df-wxpgc,7,0.3283,0,1,2,0.9531,0.9531,0.9375,0.9531,0.9375,0.9531,0.9531,0.9531,0.9375,0.9375
fermented-shore-6866b7c9df-k8p65,1,0.3283,0,1,2,0.9531,0.9531,0.9375,0.9531,0.9375,0.9531,0.9531,0.9531,0.9375,0.9375
fermented-shore-6866b7c9df-pkqgm,9,0.2462,0,1,2,0.9531,0.9531,0.9375,0.9531,0.9375,0.9531,0.9531,0.9531,0.9375,0.9375
fermented-shore-6866b7c9df-xrxr6,4,0.2462,0,1,2,0.9531,0.9531,0.9375,0.9531,0.9375,0.9531,0.9531,0.9531,0.9375,0.9375
fermented-shore-6866b7c9df-2wd99,2,0.2462,0,1,2,0.9531,0.9531,0.9375,0.9531,0.9375,0.9531,0.9531,0.9531,0.9375,0.9375
fermented-shore-6866b7c9df-ff97h,8,0.2462,1,1,2,0.9531,0.9531,0.9375,0.9531,0.9375,0.9531,0.9531,0.9531,0.9375,0.9375
savory-cabin-594d5858d9-btb2n,2,0.1961,0,1,2,0.9375,0.9531,0.9219,0.9531,0.9375,0.9375,0.9375,0.9375,0.9219,0.9375
savory-cabin-594d5858d9-8fr5t,7,0.2451,0,1,2,0.9375,0.9531,0.9219,0.9531,0.9375,0.9375,0.9375,0.9375,0.9219,0.9375
savory-cabin-594d5858d9-9z8pv,0,0.2451,0,1,2,0.9375,0.9531,0.9219,0.9531,0.9375,0.9375,0.9375,0.9375,0.9219,0.9375
savory-cabin-594d5858d9-mgq7t,6,0.2451,0,1,2,0.9375,0.9531,0.9219,0.9531,0.9375,0.9375,0.9375,0.9375,0.9219,0.9375
savory-cabin-594d5858d9-pfqh2,5,0.2451,0,1,2,0.9375,0.9531,0.9219,0.9531,0.9375,0.9375,0.9375,0.9375,0.9219,0.9375
savory-cabin-594d5858d9-85c86,8,0.1961,1,1,2,0.9375,0.9531,0.9219,0.9531,0.9375,0.9375,0.9375,0.9375,0.9219,0.9375
grilled-sonata-6c8f899744-b8q84,3,0.2461,0,1,2,0.9375,0.9375,0.9219,0.9375,0.9219,0.9375,0.9219,0.9219,0.9219,0.9375
grilled-sonata-6c8f899744-zlnvd,1,0.2461,0,1,2,0.9375,0.9375,0.9219,0.9375,0.9219,0.9375,0.9219,0.9219,0.9219,0.9375
grilled-sonata-6c8f899744-fgqdg,4,0.1969,0,1,2,0.9375,0.9375,0.9219,0.9375,0.9219,0.9375,0.9219,0.9219,0.9219,0.9375
grilled-sonata-6c8f899744-xg4df,6,0.1969,0,1,2,0.9375,0.9375,0.9219,0.9375,0.9219,0.9375,0.9219,0.9219,0.9219,0.9375
grilled-sonata-6c8f899744-2zbms,7,0.1969,1,1,2,0.9375,0.9375,0.9219,0.9375,0.9219,0.9375,0.9219,0.9219,0.9219,0.9375
massive-density-658fb647d5-nz68s,0,0.1981,0,1,2,0.9219,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
massive-density-658fb647d5-6g8ds,5,0.1981,0,1,2,0.9219,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
massive-density-658fb647d5-xcvnj,3,0.1981,0,1,2,0.9219,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
massive-density-658fb647d5-lmwm9,1,0.1981,0,1,2,0.9219,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
massive-density-658fb647d5-4x46v,9,0.1981,0,1,2,0.9219,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
massive-density-658fb647d5-j4xf2,6,0.1651,0,1,2,0.9219,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
massive-density-658fb647d5-bz986,7,0.1651,0,1,2,0.9219,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
massive-density-658fb647d5-98dcg,8,0.1651,0,1,2,0.9219,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
massive-density-658fb647d5-bfq4n,4,0.1651,0,1,2,0.9219,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
massive-density-658fb647d5-v5s7f,2,0.1651,0,1,2,0.9219,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
massive-density-658fb647d5-8gfzs,1,0.1651,0,1,2,0.9219,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
massive-density-658fb647d5-6gdsn,3,0.1651,0,1,2,0.9219,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
massive-density-658fb647d5-xgbvx,5,0.1651,0,1,2,0.9219,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
massive-density-658fb647d5-wvqds,9,0.1651,1,1,2,0.9219,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
warm-taquito-b5dd6b8f8-2tm48,0,0.1641,0,1,2,0.9062,0.9062,0.8906,0.9062,0.8906,0.8906,0.8906,0.9062,0.8906,0.9062
warm-taquito-b5dd6b8f8-gt2vg,4,0.1406,0,1,2,0.9062,0.9062,0.8906,0.9062,0.8906,0.8906,0.8906,0.9062,0.8906,0.9062
warm-taquito-b5dd6b8f8-7zd7x,2,0.1406,0,1,2,0.9062,0.9062,0.8906,0.9062,0.8906,0.8906,0.8906,0.9062,0.8906,0.9062
warm-taquito-b5dd6b8f8-sks5r,5,0.1406,0,1,2,0.9062,0.9062,0.8906,0.9062,0.8906,0.8906,0.8906,0.9062,0.8906,0.9062
warm-taquito-b5dd6b8f8-jwjds,8,0.1406,0,1,2,0.9062,0.9062,0.8906,0.9062,0.8906,0.8906,0.8906,0.9062,0.8906,0.9062
warm-taquito-b5dd6b8f8-hwpwp,6,0.1406,1,1,2,0.9062,0.9062,0.8906,0.9062,0.8906,0.8906,0.8906,0.9062,0.8906,0.9062
pallid-space-7c7df99b7f-cd9cx,7,0.1415,0,1,2,0.8906,0.8906,0.8906,0.8906,0.8906,0.8906,0.8906,0.8906,0.875,0.8906
pallid-space-7c7df99b7f-6f8rf,0,0.1415,0,1,2,0.8906,0.8906,0.8906,0.8906,0.8906,0.8906,0.8906,0.8906,0.875,0.8906
pallid-space-7c7df99b7f-zcqvs,9,0.1415,0,1,2,0.8906,0.8906,0.8906,0.8906,0.8906,0.8906,0.8906,0.8906,0.875,0.8906
pallid-space-7c7df99b7f-9b859,1,0.1415,0,1,2,0.8906,0.8906,0.8906,0.8906,0.8906,0.8906,0.8906,0.8906,0.875,0.8906
pallid-space-7c7df99b7f-7xq6g,3,0.1415,0,1,2,0.8906,0.8906,0.8906,0.8906,0.8906,0.8906,0.8906,0.8906,0.875,0.8906
pallid-space-7c7df99b7f-lkrrr,8,0.1238,1,1,2,0.8906,0.8906,0.8906,0.8906,0.8906,0.8906,0.8906,0.8906,0.875,0.8906
little-bowl-868dc5bc4-w5g44,9,0.1231,0,1,2,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.8906,0.875,0.875,0.875
little-bowl-868dc5bc4-frqts,0,0.1231,0,1,2,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.8906,0.875,0.875,0.875
little-bowl-868dc5bc4-mlqkk,7,0.1231,0,1,2,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.8906,0.875,0.875,0.875
little-bowl-868dc5bc4-dslt6,1,0.1231,0,1,2,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.8906,0.875,0.875,0.875
little-bowl-868dc5bc4-hc29n,2,0.1231,1,1,2,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.8906,0.875,0.875,0.875
worn-runoff-64dd4cfb8f-kkl74,4,0.1231,0,1,2,0.875,0.8594,0.875,0.875,0.875,0.875,0.875,0.8594,0.8594,0.8594
worn-runoff-64dd4cfb8f-b2dz8,5,0.1231,0,1,2,0.875,0.8594,0.875,0.875,0.875,0.875,0.875,0.8594,0.8594,0.8594
worn-runoff-64dd4cfb8f-q69mb,6,0.1231,0,1,2,0.875,0.8594,0.875,0.875,0.875,0.875,0.875,0.8594,0.8594,0.8594
worn-runoff-64dd4cfb8f-cd84p,8,0.1094,0,1,2,0.875,0.8594,0.875,0.875,0.875,0.875,0.875,0.8594,0.8594,0.8594
worn-runoff-64dd4cfb8f-j7757,3,0.1231,0,1,2,0.875,0.8594,0.875,0.875,0.875,0.875,0.875,0.8594,0.8594,0.8594
worn-runoff-64dd4cfb8f-q66vm,7,0.1094,0,1,2,0.875,0.8594,0.875,0.875,0.875,0.875,0.875,0.8594,0.8594,0.8594
worn-runoff-64dd4cfb8f-rkqb5,9,0.1094,0,1,2,0.875,0.8594,0.875,0.875,0.875,0.875,0.875,0.8594,0.8594,0.8594
worn-runoff-64dd4cfb8f-rghcz,1,0.1094,1,1,2,0.875,0.8594,0.875,0.875,0.875,0.875,0.875,0.8594,0.8594,0.8594
adaptive-family-8946b47c8-nwshp,4,0.1094,0,1,2,0.8594,0.8438,0.8594,0.8594,0.8594,0.8594,0.8594,0.8438,0.8438,0.8438
adaptive-family-8946b47c8-k7cp6,6,0.1094,0,1,2,0.8594,0.8438,0.8594,0.8594,0.8594,0.8594,0.8594,0.8438,0.8438,0.8438
adaptive-family-8946b47c8-tdcww,9,0.0985,0,1,2,0.8594,0.8438,0.8594,0.8594,0.8594,0.8594,0.8594,0.8438,0.8438,0.8438
adaptive-family-8946b47c8-xq64r,2,0.1094,0,1,2,0.8594,0.8438,0.8594,0.8594,0.8594,0.8594,0.8594,0.8438,0.8438,0.8438
adaptive-family-8946b47c8-d6fxn,3,0.1094,0,1,2,0.8594,0.8438,0.8594,0.8594,0.8594,0.8594,0.8594,0.8438,0.8438,0.8438
adaptive-family-8946b47c8-ktg2m,8,0.0985,0,1,2,0.8594,0.8438,0.8594,0.8594,0.8594,0.8594,0.8594,0.8438,0.8438,0.8438
adaptive-family-8946b47c8-tzftv,0,0.1094,0,1,2,0.8594,0.8438,0.8594,0.8594,0.8594,0.8594,0.8594,0.8438,0.8438,0.8438
adaptive-family-8946b47c8-2qbkh,5,0.1094,0,1,2,0.8594,0.8438,0.8594,0.8594,0.8594,0.8594,0.8594,0.8438,0.8438,0.8438
adaptive-family-8946b47c8-8bxbk,1,0.0985,0,1,2,0.8594,0.8438,0.8594,0.8594,0.8594,0.8594,0.8594,0.8438,0.8438,0.8438
adaptive-family-8946b47c8-7pn5m,7,0.0985,1,1,2,0.8594,0.8438,0.8594,0.8594,0.8594,0.8594,0.8594,0.8438,0.8438,0.8438
zingy-adversary-75b6d85-qqbcl,4,0.1,0,1,2,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438
zingy-adversary-75b6d85-nxplr,6,0.1,0,1,2,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438
zingy-adversary-75b6d85-q66vk,0,0.1,0,1,2,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438
zingy-adversary-75b6d85-4hvr9,3,0.1,0,1,2,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438
zingy-adversary-75b6d85-8qqcz,5,0.1,0,1,2,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438
zingy-adversary-75b6d85-4pjkj,2,0.1,1,1,2,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438
grating-plum-7c97456f7b-887v8,6,0.0896,0,1,2,0.8281,0.8281,0.8281,0.8438,0.8281,0.8281,0.8281,0.8281,0.8438,0.8438
grating-plum-7c97456f7b-84bz6,5,0.0896,0,1,2,0.8281,0.8281,0.8281,0.8438,0.8281,0.8281,0.8281,0.8281,0.8438,0.8438
grating-plum-7c97456f7b-lc49t,1,0.0896,0,1,2,0.8281,0.8281,0.8281,0.8438,0.8281,0.8281,0.8281,0.8281,0.8438,0.8438
grating-plum-7c97456f7b-fbmph,0,0.0896,0,1,2,0.8281,0.8281,0.8281,0.8438,0.8281,0.8281,0.8281,0.8281,0.8438,0.8438
grating-plum-7c97456f7b-24s95,2,0.0896,0,1,2,0.8281,0.8281,0.8281,0.8438,0.8281,0.8281,0.8281,0.8281,0.8438,0.8438
grating-plum-7c97456f7b-djshg,4,0.0896,0,1,2,0.8281,0.8281,0.8281,0.8438,0.8281,0.8281,0.8281,0.8281,0.8438,0.8438
grating-plum-7c97456f7b-pxrjd,7,0.0896,1,1,2,0.8281,0.8281,0.8281,0.8438,0.8281,0.8281,0.8281,0.8281,0.8438,0.8438
energetic-feta-84d49bc456-6gzg5,3,0.0896,0,1,2,0.8125,0.8125,0.8125,0.8281,0.8125,0.8125,0.8125,0.8125,0.8281,0.8281
energetic-feta-84d49bc456-j57ck,9,0.0896,0,1,2,0.8125,0.8125,0.8125,0.8281,0.8125,0.8125,0.8125,0.8125,0.8281,0.8281
energetic-feta-84d49bc456-8kv88,8,0.0896,0,1,2,0.8125,0.8125,0.8125,0.8281,0.8125,0.8125,0.8125,0.8125,0.8281,0.8281
energetic-feta-84d49bc456-mxm42,6,0.0822,0,1,2,0.8125,0.8125,0.8125,0.8281,0.8125,0.8125,0.8125,0.8125,0.8281,0.8281
energetic-feta-84d49bc456-jcxlg,0,0.0822,0,1,2,0.8125,0.8125,0.8125,0.8281,0.8125,0.8125,0.8125,0.8125,0.8281,0.8281
energetic-feta-84d49bc456-6fckr,5,0.0822,0,1,2,0.8125,0.8125,0.8125,0.8281,0.8125,0.8125,0.8125,0.8125,0.8281,0.8281
energetic-feta-84d49bc456-c9sd4,7,0.0822,0,1,2,0.8125,0.8125,0.8125,0.8281,0.8125,0.8125,0.8125,0.8125,0.8281,0.8281
energetic-feta-84d49bc456-kfchr,2,0.0822,0,1,2,0.8125,0.8125,0.8125,0.8281,0.8125,0.8125,0.8125,0.8125,0.8281,0.8281
energetic-feta-84d49bc456-d58xq,1,0.0822,0,1,2,0.8125,0.8125,0.8125,0.8281,0.8125,0.8125,0.8125,0.8125,0.8281,0.8281
energetic-feta-84d49bc456-wjznq,4,0.0822,1,1,2,0.8125,0.8125,0.8125,0.8281,0.8125,0.8125,0.8125,0.8125,0.8281,0.8281
staccato-value-6c8d988449-6z8ms,9,0.0823,0,1,2,0.7969,0.7969,0.7969,0.7969,0.7969,0.7812,0.7812,0.7969,0.7969,0.7969
staccato-value-6c8d988449-hwtp5,8,0.0823,0,1,2,0.7969,0.7969,0.7969,0.7969,0.7969,0.7812,0.7812,0.7969,0.7969,0.7969
staccato-value-6c8d988449-d5hxn,3,0.0823,0,1,2,0.7969,0.7969,0.7969,0.7969,0.7969,0.7812,0.7812,0.7969,0.7969,0.7969
staccato-value-6c8d988449-9z6fn,7,0.076,0,1,2,0.7969,0.7969,0.7969,0.7969,0.7969,0.7812,0.7812,0.7969,0.7969,0.7969
staccato-value-6c8d988449-9kfbk,1,0.076,0,1,2,0.7969,0.7969,0.7969,0.7969,0.7969,0.7812,0.7812,0.7969,0.7969,0.7969
staccato-value-6c8d988449-wxnjg,4,0.076,0,1,2,0.7969,0.7969,0.7969,0.7969,0.7969,0.7812,0.7812,0.7969,0.7969,0.7969
staccato-value-6c8d988449-b92vp,2,0.076,0,1,2,0.7969,0.7969,0.7969,0.7969,0.7969,0.7812,0.7812,0.7969,0.7969,0.7969
staccato-value-6c8d988449-dvbn9,0,0.076,0,1,2,0.7969,0.7969,0.7969,0.7969,0.7969,0.7812,0.7812,0.7969,0.7969,0.7969
staccato-value-6c8d988449-4v5xx,5,0.076,0,1,2,0.7969,0.7969,0.7969,0.7969,0.7969,0.7812,0.7812,0.7969,0.7969,0.7969
staccato-value-6c8d988449-pl7nn,6,0.076,0,1,2,0.7969,0.7969,0.7969,0.7969,0.7969,0.7812,0.7812,0.7969,0.7969,0.7969
staccato-value-6c8d988449-5f5l5,3,0.076,0,1,2,0.7969,0.7969,0.7969,0.7969,0.7969,0.7812,0.7812,0.7969,0.7969,0.7969
staccato-value-6c8d988449-xk7cq,9,0.076,0,1,2,0.7969,0.7969,0.7969,0.7969,0.7969,0.7812,0.7812,0.7969,0.7969,0.7969
staccato-value-6c8d988449-5m7tx,8,0.076,0,1,2,0.7969,0.7969,0.7969,0.7969,0.7969,0.7812,0.7812,0.7969,0.7969,0.7969
staccato-value-6c8d988449-ln8fg,5,0.0705,0,1,2,0.7969,0.7969,0.7969,0.7969,0.7969,0.7812,0.7812,0.7969,0.7969,0.7969
staccato-value-6c8d988449-tfkv9,6,0.0705,1,1,2,0.7969,0.7969,0.7969,0.7969,0.7969,0.7812,0.7812,0.7969,0.7969,0.7969
sticky-transmission-558fcc5b4-dt54j,4,0.0703,0,1,2,0.7656,0.7812,0.7812,0.7812,0.7812,0.7656,0.7656,0.7656,0.7812,0.7812
sticky-transmission-558fcc5b4-xsqpg,7,0.0703,0,1,2,0.7656,0.7812,0.7812,0.7812,0.7812,0.7656,0.7656,0.7656,0.7812,0.7812
sticky-transmission-558fcc5b4-4tzh2,2,0.0703,0,1,2,0.7656,0.7812,0.7812,0.7812,0.7812,0.7656,0.7656,0.7656,0.7812,0.7812
sticky-transmission-558fcc5b4-txv8r,3,0.0703,0,1,2,0.7656,0.7812,0.7812,0.7812,0.7812,0.7656,0.7656,0.7656,0.7812,0.7812
sticky-transmission-558fcc5b4-5vbpj,8,0.0703,0,1,2,0.7656,0.7812,0.7812,0.7812,0.7812,0.7656,0.7656,0.7656,0.7812,0.7812
sticky-transmission-558fcc5b4-wx2lh,1,0.0703,0,1,2,0.7656,0.7812,0.7812,0.7812,0.7812,0.7656,0.7656,0.7656,0.7812,0.7812
sticky-transmission-558fcc5b4-wqbj8,0,0.0703,0,1,2,0.7656,0.7812,0.7812,0.7812,0.7812,0.7656,0.7656,0.7656,0.7812,0.7812
sticky-transmission-558fcc5b4-jtfp5,5,0.0657,0,1,2,0.7656,0.7812,0.7812,0.7812,0.7812,0.7656,0.7656,0.7656,0.7812,0.7812
sticky-transmission-558fcc5b4-jflfg,9,0.0703,0,1,2,0.7656,0.7812,0.7812,0.7812,0.7812,0.7656,0.7656,0.7656,0.7812,0.7812
sticky-transmission-558fcc5b4-w6v4m,6,0.0657,0,1,2,0.7656,0.7812,0.7812,0.7812,0.7812,0.7656,0.7656,0.7656,0.7812,0.7812
sticky-transmission-558fcc5b4-dlk9j,7,0.0657,0,1,2,0.7656,0.7812,0.7812,0.7812,0.7812,0.7656,0.7656,0.7656,0.7812,0.7812
sticky-transmission-558fcc5b4-487g5,0,0.0657,1,1,2,0.7656,0.7812,0.7812,0.7812,0.7812,0.7656,0.7656,0.7656,0.7812,0.7812
natural-graph-6c6b56ff78-kvd22,9,0.0657,0,1,2,0.75,0.75,0.7656,0.75,0.7656,0.75,0.75,0.75,0.75,0.7656
natural-graph-6c6b56ff78-7f9mh,4,0.0657,0,1,2,0.75,0.75,0.7656,0.75,0.7656,0.75,0.75,0.75,0.75,0.7656
natural-graph-6c6b56ff78-jnkzr,1,0.0657,0,1,2,0.75,0.75,0.7656,0.75,0.7656,0.75,0.75,0.75,0.75,0.7656
natural-graph-6c6b56ff78-hvmt7,3,0.0657,0,1,2,0.75,0.75,0.7656,0.75,0.7656,0.75,0.75,0.75,0.75,0.7656
natural-graph-6c6b56ff78-4l4tx,8,0.0657,0,1,2,0.75,0.75,0.7656,0.75,0.7656,0.75,0.75,0.75,0.75,0.7656
natural-graph-6c6b56ff78-bkjgw,2,0.0657,0,1,2,0.75,0.75,0.7656,0.75,0.7656,0.75,0.75,0.75,0.75,0.7656
natural-graph-6c6b56ff78-rs8rx,0,0.0616,0,1,2,0.75,0.75,0.7656,0.75,0.7656,0.75,0.75,0.75,0.75,0.7656
natural-graph-6c6b56ff78-9fxzl,7,0.0616,0,1,2,0.75,0.75,0.7656,0.75,0.7656,0.75,0.75,0.75,0.75,0.7656
natural-graph-6c6b56ff78-8xrxp,6,0.0616,0,1,2,0.75,0.75,0.7656,0.75,0.7656,0.75,0.75,0.75,0.75,0.7656
natural-graph-6c6b56ff78-jtc7n,5,0.0616,0,1,2,0.75,0.75,0.7656,0.75,0.7656,0.75,0.75,0.75,0.75,0.7656
natural-graph-6c6b56ff78-4x4mf,8,0.0616,0,1,2,0.75,0.75,0.7656,0.75,0.7656,0.75,0.75,0.75,0.75,0.7656
natural-graph-6c6b56ff78-s2s7r,1,0.0616,0,1,2,0.75,0.75,0.7656,0.75,0.7656,0.75,0.75,0.75,0.75,0.7656
natural-graph-6c6b56ff78-xc7cm,3,0.0616,1,1,2,0.75,0.75,0.7656,0.75,0.7656,0.75,0.75,0.75,0.75,0.7656
warped-gaffer-787f484bfc-xjz76,2,0.0619,0,1,2,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.75
warped-gaffer-787f484bfc-z2cdw,9,0.0619,0,1,2,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.75
warped-gaffer-787f484bfc-sfs48,4,0.0619,0,1,2,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.75
warped-gaffer-787f484bfc-8fc49,8,0.0583,0,1,2,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.75
warped-gaffer-787f484bfc-9q8pj,7,0.0583,0,1,2,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.75
warped-gaffer-787f484bfc-wn458,1,0.0583,0,1,2,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.75
warped-gaffer-787f484bfc-nzshq,3,0.0583,0,1,2,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.75
warped-gaffer-787f484bfc-bd7xq,6,0.0583,0,1,2,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.75
warped-gaffer-787f484bfc-tzzlc,0,0.0583,0,1,2,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.75
warped-gaffer-787f484bfc-2qs6h,4,0.0583,0,1,2,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.75
