pod_name,action,reward,done,cpu_request,memory_request,cpu_usage_node_0,cpu_usage_node_1,cpu_usage_node_2,cpu_usage_node_3,cpu_usage_node_4,cpu_usage_node_5,cpu_usage_node_6,cpu_usage_node_7,cpu_usage_node_8,cpu_usage_node_9
massive-dado-ff5c657d6-b4hq4,8,0.1967,0,1,2,0.9219,0.9062,0.9219,0.9062,0.9375,0.9219,0.9219,0.9219,0.9219,0.9219
massive-dado-ff5c657d6-sx9f2,1,0.1639,0,1,2,0.9219,0.9062,0.9219,0.9062,0.9375,0.9219,0.9219,0.9219,0.9219,0.9219
massive-dado-ff5c657d6-4wmxr,3,0.1639,1,1,2,0.9219,0.9062,0.9219,0.9062,0.9375,0.9219,0.9219,0.9219,0.9219,0.9219
descriptive-sesame-5857b5648f-9dzmj,4,0.1975,0,1,2,0.9062,0.8906,0.9062,0.8906,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
descriptive-sesame-5857b5648f-qm8bq,8,0.1646,0,1,2,0.9062,0.8906,0.9062,0.8906,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
descriptive-sesame-5857b5648f-z6c7p,2,0.1646,0,1,2,0.9062,0.8906,0.9062,0.8906,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
descriptive-sesame-5857b5648f-5bdzm,9,0.1646,0,1,2,0.9062,0.8906,0.9062,0.8906,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
descriptive-sesame-5857b5648f-dz9sr,7,0.1646,0,1,2,0.9062,0.8906,0.9062,0.8906,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
descriptive-sesame-5857b5648f-94gt6,0,0.1646,0,1,2,0.9062,0.8906,0.9062,0.8906,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
descriptive-sesame-5857b5648f-fb5zj,5,0.1646,0,1,2,0.9062,0.8906,0.9062,0.8906,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
descriptive-sesame-5857b5648f-x5bf9,6,0.1646,0,1,2,0.9062,0.8906,0.9062,0.8906,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
descriptive-sesame-5857b5648f-zdkrv,1,0.1411,0,1,2,0.9062,0.8906,0.9062,0.8906,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
descriptive-sesame-5857b5648f-szn9c,3,0.1411,0,1,2,0.9062,0.8906,0.9062,0.8906,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
descriptive-sesame-5857b5648f-bs4tt,4,0.1646,1,1,2,0.9062,0.8906,0.9062,0.8906,0.9062,0.9062,0.9062,0.9062,0.9062,0.9062
curious-ohm-6c74687546-fj8q6,5,0.1408,0,1,2,0.875,0.875,0.875,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.875
curious-ohm-6c74687546-llxwd,4,0.1408,0,1,2,0.875,0.875,0.875,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.875
curious-ohm-6c74687546-p6pgf,9,0.1408,0,1,2,0.875,0.875,0.875,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.875
curious-ohm-6c74687546-txpmb,8,0.1408,0,1,2,0.875,0.875,0.875,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.875
curious-ohm-6c74687546-9vssq,2,0.1408,0,1,2,0.875,0.875,0.875,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.875
curious-ohm-6c74687546-xb9km,7,0.1408,0,1,2,0.875,0.875,0.875,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.875
curious-ohm-6c74687546-qntf2,0,0.1408,0,1,2,0.875,0.875,0.875,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.875
curious-ohm-6c74687546-gjvzp,6,0.1408,0,1,2,0.875,0.875,0.875,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.875
curious-ohm-6c74687546-zkhf5,3,0.1232,0,1,2,0.875,0.875,0.875,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.875
curious-ohm-6c74687546-p8l7t,5,0.1232,0,1,2,0.875,0.875,0.875,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.875
curious-ohm-6c74687546-wjcm4,1,0.1232,0,1,2,0.875,0.875,0.875,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.875
curious-ohm-6c74687546-5psr7,0,0.1232,0,1,2,0.875,0.875,0.875,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.875
curious-ohm-6c74687546-b9gxt,9,0.1232,0,1,2,0.875,0.875,0.875,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.875
curious-ohm-6c74687546-pmfdj,4,0.1232,0,1,2,0.875,0.875,0.875,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.875
curious-ohm-6c74687546-gnkgs,2,0.1232,1,1,2,0.875,0.875,0.875,0.875,0.875,0.875,0.8906,0.8906,0.8906,0.875
solid-radial-689749f676-kbn8x,7,0.1229,0,1,2,0.8594,0.8438,0.8594,0.8438,0.8594,0.8594,0.8594,0.875,0.8594,0.8594
solid-radial-689749f676-wkqqj,8,0.1229,0,1,2,0.8594,0.8438,0.8594,0.8438,0.8594,0.8594,0.8594,0.875,0.8594,0.8594
solid-radial-689749f676-hjc6q,6,0.1229,0,1,2,0.8594,0.8438,0.8594,0.8438,0.8594,0.8594,0.8594,0.875,0.8594,0.8594
solid-radial-689749f676-8vz7j,4,0.1093,0,1,2,0.8594,0.8438,0.8594,0.8438,0.8594,0.8594,0.8594,0.875,0.8594,0.8594
solid-radial-689749f676-sbdb9,5,0.1093,0,1,2,0.8594,0.8438,0.8594,0.8438,0.8594,0.8594,0.8594,0.875,0.8594,0.8594
solid-radial-689749f676-tvhfl,1,0.1093,0,1,2,0.8594,0.8438,0.8594,0.8438,0.8594,0.8594,0.8594,0.875,0.8594,0.8594
solid-radial-689749f676-d5dsg,2,0.1093,0,1,2,0.8594,0.8438,0.8594,0.8438,0.8594,0.8594,0.8594,0.875,0.8594,0.8594
solid-radial-689749f676-6j8ch,9,0.1093,0,1,2,0.8594,0.8438,0.8594,0.8438,0.8594,0.8594,0.8594,0.875,0.8594,0.8594
solid-radial-689749f676-q4mcg,0,0.1093,0,1,2,0.8594,0.8438,0.8594,0.8438,0.8594,0.8594,0.8594,0.875,0.8594,0.8594
solid-radial-689749f676-vz59h,6,0.1093,0,1,2,0.8594,0.8438,0.8594,0.8438,0.8594,0.8594,0.8594,0.875,0.8594,0.8594
solid-radial-689749f676-p64hm,1,0.0983,0,1,2,0.8594,0.8438,0.8594,0.8438,0.8594,0.8594,0.8594,0.875,0.8594,0.8594
solid-radial-689749f676-7mlfj,3,0.1093,0,1,2,0.8594,0.8438,0.8594,0.8438,0.8594,0.8594,0.8594,0.875,0.8594,0.8594
solid-radial-689749f676-cvb2v,8,0.1093,0,1,2,0.8594,0.8438,0.8594,0.8438,0.8594,0.8594,0.8594,0.875,0.8594,0.8594
solid-radial-689749f676-dc58p,3,0.0983,1,1,2,0.8594,0.8438,0.8594,0.8438,0.8594,0.8594,0.8594,0.875,0.8594,0.8594
late-click-6677d7bc86-tx8ws,0,0.0983,0,1,2,0.8438,0.8281,0.8438,0.8281,0.8438,0.8438,0.8438,0.8594,0.8438,0.8438
late-click-6677d7bc86-7xvtd,9,0.0983,0,1,2,0.8438,0.8281,0.8438,0.8281,0.8438,0.8438,0.8438,0.8594,0.8438,0.8438
late-click-6677d7bc86-657gr,7,0.1093,0,1,2,0.8438,0.8281,0.8438,0.8281,0.8438,0.8438,0.8438,0.8594,0.8438,0.8438
late-click-6677d7bc86-mwsvh,5,0.0983,0,1,2,0.8438,0.8281,0.8438,0.8281,0.8438,0.8438,0.8438,0.8594,0.8438,0.8438
late-click-6677d7bc86-xlxsc,2,0.0983,0,1,2,0.8438,0.8281,0.8438,0.8281,0.8438,0.8438,0.8438,0.8594,0.8438,0.8438
late-click-6677d7bc86-bvdd7,8,0.0983,0,1,2,0.8438,0.8281,0.8438,0.8281,0.8438,0.8438,0.8438,0.8594,0.8438,0.8438
late-click-6677d7bc86-2z9b6,6,0.0983,0,1,2,0.8438,0.8281,0.8438,0.8281,0.8438,0.8438,0.8438,0.8594,0.8438,0.8438
late-click-6677d7bc86-tgdx8,4,0.0983,0,1,2,0.8438,0.8281,0.8438,0.8281,0.8438,0.8438,0.8438,0.8594,0.8438,0.8438
late-click-6677d7bc86-n6lb8,1,0.0894,0,1,2,0.8438,0.8281,0.8438,0.8281,0.8438,0.8438,0.8438,0.8594,0.8438,0.8438
late-click-6677d7bc86-lrz7w,3,0.0894,1,1,2,0.8438,0.8281,0.8438,0.8281,0.8438,0.8438,0.8438,0.8594,0.8438,0.8438
woolen-holder-f9f97dcd5-ch4nb,7,0.0986,0,1,2,0.8281,0.8125,0.8281,0.8125,0.8281,0.8281,0.8281,0.8281,0.8281,0.8125
woolen-holder-f9f97dcd5-7nbnk,8,0.0896,0,1,2,0.8281,0.8125,0.8281,0.8125,0.8281,0.8281,0.8281,0.8281,0.8281,0.8125
woolen-holder-f9f97dcd5-7shhf,4,0.0896,0,1,2,0.8281,0.8125,0.8281,0.8125,0.8281,0.8281,0.8281,0.8281,0.8281,0.8125
woolen-holder-f9f97dcd5-dz75g,9,0.0896,0,1,2,0.8281,0.8125,0.8281,0.8125,0.8281,0.8281,0.8281,0.8281,0.8281,0.8125
woolen-holder-f9f97dcd5-2wg6f,0,0.0896,0,1,2,0.8281,0.8125,0.8281,0.8125,0.8281,0.8281,0.8281,0.8281,0.8281,0.8125
woolen-holder-f9f97dcd5-4mp5c,6,0.0896,0,1,2,0.8281,0.8125,0.8281,0.8125,0.8281,0.8281,0.8281,0.8281,0.8281,0.8125
woolen-holder-f9f97dcd5-nw7wf,5,0.0896,0,1,2,0.8281,0.8125,0.8281,0.8125,0.8281,0.8281,0.8281,0.8281,0.8281,0.8125
woolen-holder-f9f97dcd5-8zr6d,2,0.0896,0,1,2,0.8281,0.8125,0.8281,0.8125,0.8281,0.8281,0.8281,0.8281,0.8281,0.8125
woolen-holder-f9f97dcd5-n6jmr,3,0.0822,0,1,2,0.8281,0.8125,0.8281,0.8125,0.8281,0.8281,0.8281,0.8281,0.8281,0.8125
woolen-holder-f9f97dcd5-4cf4r,1,0.0822,0,1,2,0.8281,0.8125,0.8281,0.8125,0.8281,0.8281,0.8281,0.8281,0.8281,0.8125
woolen-holder-f9f97dcd5-z5rdq,7,0.0896,0,1,2,0.8281,0.8125,0.8281,0.8125,0.8281,0.8281,0.8281,0.8281,0.8281,0.8125
woolen-holder-f9f97dcd5-rt7kw,9,0.0822,1,1,2,0.8281,0.8125,0.8281,0.8125,0.8281,0.8281,0.8281,0.8281,0.8281,0.8125
insulated-gear-6c99f99c5c-vdz4w,4,0.0826,0,1,2,0.8125,0.7969,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125
insulated-gear-6c99f99c5c-whbf2,5,0.0826,0,1,2,0.8125,0.7969,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125
insulated-gear-6c99f99c5c-crs6t,0,0.0826,0,1,2,0.8125,0.7969,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125
insulated-gear-6c99f99c5c-f7t9r,8,0.0826,0,1,2,0.8125,0.7969,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125
insulated-gear-6c99f99c5c-m2kjg,6,0.0826,0,1,2,0.8125,0.7969,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125
insulated-gear-6c99f99c5c-5ffvz,7,0.0826,0,1,2,0.8125,0.7969,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125
insulated-gear-6c99f99c5c-vjn9x,2,0.0826,0,1,2,0.8125,0.7969,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125
insulated-gear-6c99f99c5c-sht7z,1,0.0762,1,1,2,0.8125,0.7969,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125
isometric-turkey-85fb8d94b-kw7m4,7,0.0757,0,1,2,0.7969,0.7812,0.7812,0.7969,0.7812,0.7969,0.7812,0.7812,0.7969,0.7812
isometric-turkey-85fb8d94b-sqzk6,9,0.0757,0,1,2,0.7969,0.7812,0.7812,0.7969,0.7812,0.7969,0.7812,0.7812,0.7969,0.7812
isometric-turkey-85fb8d94b-g924r,4,0.0757,0,1,2,0.7969,0.7812,0.7812,0.7969,0.7812,0.7969,0.7812,0.7812,0.7969,0.7812
isometric-turkey-85fb8d94b-bwzjg,6,0.0757,0,1,2,0.7969,0.7812,0.7812,0.7969,0.7812,0.7969,0.7812,0.7812,0.7969,0.7812
isometric-turkey-85fb8d94b-n9d68,8,0.0757,0,1,2,0.7969,0.7812,0.7812,0.7969,0.7812,0.7969,0.7812,0.7812,0.7969,0.7812
isometric-turkey-85fb8d94b-f8f48,3,0.0757,0,1,2,0.7969,0.7812,0.7812,0.7969,0.7812,0.7969,0.7812,0.7812,0.7969,0.7812
isometric-turkey-85fb8d94b-d7rrg,0,0.0757,0,1,2,0.7969,0.7812,0.7812,0.7969,0.7812,0.7969,0.7812,0.7812,0.7969,0.7812
isometric-turkey-85fb8d94b-btc5f,2,0.0757,0,1,2,0.7969,0.7812,0.7812,0.7969,0.7812,0.7969,0.7812,0.7812,0.7969,0.7812
isometric-turkey-85fb8d94b-26kt4,5,0.0757,0,1,2,0.7969,0.7812,0.7812,0.7969,0.7812,0.7969,0.7812,0.7812,0.7969,0.7812
isometric-turkey-85fb8d94b-rkxc6,1,0.0703,0,1,2,0.7969,0.7812,0.7812,0.7969,0.7812,0.7969,0.7812,0.7812,0.7969,0.7812
isometric-turkey-85fb8d94b-bqsmw,2,0.0703,0,1,2,0.7969,0.7812,0.7812,0.7969,0.7812,0.7969,0.7812,0.7812,0.7969,0.7812
isometric-turkey-85fb8d94b-pzpm9,9,0.0703,0,1,2,0.7969,0.7812,0.7812,0.7969,0.7812,0.7969,0.7812,0.7812,0.7969,0.7812
isometric-turkey-85fb8d94b-d6lzc,6,0.0703,0,1,2,0.7969,0.7812,0.7812,0.7969,0.7812,0.7969,0.7812,0.7812,0.7969,0.7812
isometric-turkey-85fb8d94b-bcmdm,4,0.0703,0,1,2,0.7969,0.7812,0.7812,0.7969,0.7812,0.7969,0.7812,0.7812,0.7969,0.7812
isometric-turkey-85fb8d94b-g7f2c,7,0.0703,1,1,2,0.7969,0.7812,0.7812,0.7969,0.7812,0.7969,0.7812,0.7812,0.7969,0.7812
adiabatic-synth-7b864c77c7-dx2h7,3,0.0705,0,1,2,0.7656,0.7656,0.7656,0.7812,0.7656,0.7656,0.7656,0.7656,0.7812,0.7656
adiabatic-synth-7b864c77c7-rjpmm,0,0.0705,0,1,2,0.7656,0.7656,0.7656,0.7812,0.7656,0.7656,0.7656,0.7656,0.7812,0.7656
adiabatic-synth-7b864c77c7-qgfbh,5,0.0705,0,1,2,0.7656,0.7656,0.7656,0.7812,0.7656,0.7656,0.7656,0.7656,0.7812,0.7656
adiabatic-synth-7b864c77c7-4l867,8,0.0705,0,1,2,0.7656,0.7656,0.7656,0.7812,0.7656,0.7656,0.7656,0.7656,0.7812,0.7656
adiabatic-synth-7b864c77c7-8hlw4,4,0.0658,0,1,2,0.7656,0.7656,0.7656,0.7812,0.7656,0.7656,0.7656,0.7656,0.7812,0.7656
adiabatic-synth-7b864c77c7-nrvjm,7,0.0658,0,1,2,0.7656,0.7656,0.7656,0.7812,0.7656,0.7656,0.7656,0.7656,0.7812,0.7656
adiabatic-synth-7b864c77c7-pxhhh,6,0.0658,0,1,2,0.7656,0.7656,0.7656,0.7812,0.7656,0.7656,0.7656,0.7656,0.7812,0.7656
adiabatic-synth-7b864c77c7-tddhp,9,0.0658,0,1,2,0.7656,0.7656,0.7656,0.7812,0.7656,0.7656,0.7656,0.7656,0.7812,0.7656
adiabatic-synth-7b864c77c7-qr5vc,2,0.0658,0,1,2,0.7656,0.7656,0.7656,0.7812,0.7656,0.7656,0.7656,0.7656,0.7812,0.7656
adiabatic-synth-7b864c77c7-qvcc5,1,0.0658,0,1,2,0.7656,0.7656,0.7656,0.7812,0.7656,0.7656,0.7656,0.7656,0.7812,0.7656
adiabatic-synth-7b864c77c7-vhg9r,5,0.0658,0,1,2,0.7656,0.7656,0.7656,0.7812,0.7656,0.7656,0.7656,0.7656,0.7812,0.7656
adiabatic-synth-7b864c77c7-mmfn4,0,0.0658,1,1,2,0.7656,0.7656,0.7656,0.7812,0.7656,0.7656,0.7656,0.7656,0.7812,0.7656
savage-flamingo-6ddc584dcc-vf6sf,8,0.0656,0,1,2,0.75,0.75,0.75,0.7656,0.75,0.7656,0.7656,0.7656,0.7656,0.75
savage-flamingo-6ddc584dcc-9rjt4,3,0.0656,0,1,2,0.75,0.75,0.75,0.7656,0.75,0.7656,0.7656,0.7656,0.7656,0.75
savage-flamingo-6ddc584dcc-xgn4c,4,0.0615,0,1,2,0.75,0.75,0.75,0.7656,0.75,0.7656,0.7656,0.7656,0.7656,0.75
savage-flamingo-6ddc584dcc-b2tzl,2,0.0615,0,1,2,0.75,0.75,0.75,0.7656,0.75,0.7656,0.7656,0.7656,0.7656,0.75
savage-flamingo-6ddc584dcc-pqlbv,0,0.0615,0,1,2,0.75,0.75,0.75,0.7656,0.75,0.7656,0.7656,0.7656,0.7656,0.75
savage-flamingo-6ddc584dcc-lbbmc,9,0.0615,0,1,2,0.75,0.75,0.75,0.7656,0.75,0.7656,0.7656,0.7656,0.7656,0.75
savage-flamingo-6ddc584dcc-7ct7m,1,0.0615,1,1,2,0.75,0.75,0.75,0.7656,0.75,0.7656,0.7656,0.7656,0.7656,0.75
contemporary-battery-c4b4555df-tsn2s,6,0.0615,0,1,2,0.7344,0.7344,0.7344,0.75,0.7344,0.75,0.75,0.75,0.75,0.7344
contemporary-battery-c4b4555df-vvq7m,3,0.0615,0,1,2,0.7344,0.7344,0.7344,0.75,0.7344,0.75,0.75,0.75,0.75,0.7344
contemporary-battery-c4b4555df-gjtjz,8,0.0615,0,1,2,0.7344,0.7344,0.7344,0.75,0.7344,0.75,0.75,0.75,0.75,0.7344
contemporary-battery-c4b4555df-t2qzh,7,0.0615,0,1,2,0.7344,0.7344,0.7344,0.75,0.7344,0.75,0.75,0.75,0.75,0.7344
contemporary-battery-c4b4555df-m6scr,5,0.0615,0,1,2,0.7344,0.7344,0.7344,0.75,0.7344,0.75,0.75,0.75,0.75,0.7344
contemporary-battery-c4b4555df-w4xn7,0,0.0579,0,1,2,0.7344,0.7344,0.7344,0.75,0.7344,0.75,0.75,0.75,0.75,0.7344
contemporary-battery-c4b4555df-jw2rs,4,0.0579,0,1,2,0.7344,0.7344,0.7344,0.75,0.7344,0.75,0.75,0.75,0.75,0.7344
contemporary-battery-c4b4555df-cwr8l,1,0.0579,0,1,2,0.7344,0.7344,0.7344,0.75,0.7344,0.75,0.75,0.75,0.75,0.7344
contemporary-battery-c4b4555df-84hhc,2,0.0579,0,1,2,0.7344,0.7344,0.7344,0.75,0.7344,0.75,0.75,0.75,0.75,0.7344
contemporary-battery-c4b4555df-rftjm,9,0.0579,1,1,2,0.7344,0.7344,0.7344,0.75,0.7344,0.75,0.75,0.75,0.75,0.7344
muted-matrix-67f6965f64-zt6sr,7,0.0583,0,1,2,0.7344,0.7344,0.7188,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344
muted-matrix-67f6965f64-47p2f,5,0.0583,0,1,2,0.7344,0.7344,0.7188,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344,0.7344
